Date,Dish Name,Quantity Sold,Price per Dish (INR),Total Sales (INR),Ingredients,Feedback
2022-04-01,Pav Bhaji,30.0,45,1350.0,"Potatoes, Vegetables, Bread",Too spicy
04-01-2022,Samosa,18.0,15,270.0,"Potato, Peas, Spices",Very tasty
01/04/2022,Lassi,6.0,30,180.0,"Yogurt, Sugar, Water",Too spicy
2022-04-01,Chaat,,30,,"Pani, Sev, Spices",Not good
04-01-2022,Maaasala Dosa,25.0,35,875.0,"Rice, Lentils, Spices",Not good
2022-04-01,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
2022-04-01,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
04-01-2022,Pav Bhaji,54.0,45,2430.0,"Potatoes, Vegetables, Bread",
02/04/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
2022-04-02,Vada Pav,79.0,25,1975.0,"Potato, Bread, Spices",Too spicy
04-02-2022,Sandwich,45.0,20,900.0,"Bread, Cheese, Vegetables",
2022-04-02,Pani Puri,,10,,"Flour, Water, Spices",Not good
02/04/2022,Biryani,,120,,"Rice, Meat, Spices",Average
04-02-2022,chole bhature,65.0,50,3250.0,"Chickpeas, Flour, Spices",Average
2022-04-02,Pav Bhaji,8.0,45,360.0,"Potatoes, Vegetables, Bread",Average
2022-04-02,Samosa,,15,,"Potato, Peas, Spices",Very tasty
04-02-2022,Lassi,10.0,30,300.0,"Yogurt, Sugar, Water",Not good
02/04/2022,Chaat,,30,,"Pani, Sev, Spices",Average
2022-04-02,Maaasala Dosa,39.0,35,1365.0,"Rice, Lentils, Spices",
04-02-2022,Vadd Pav,,22,,"Potato, Bread, Spices",
02/04/2022,Chole Bhture,86.0,55,4730.0,"Chickpeas, Flour, Spices",Not good
02/04/2022,Pav Bhaji,84.0,45,3780.0,"Potatoes, Vegetables, Bread",
03/04/2022,Masala Dosa,87.0,40,3480.0,"Rice, Lentils, Spices",
2022-04-03,Vada Pav,78.0,25,1950.0,"Potato, Bread, Spices",
03/04/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
2022-04-03,Pani Puri,7.0,10,70.0,"Flour, Water, Spices",Not good
04-03-2022,Biryani,38.0,120,4560.0,"Rice, Meat, Spices",Too spicy
04-03-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
2022-04-03,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
04-03-2022,Samosa,,15,,"Potato, Peas, Spices",Very tasty
2022-04-03,Lassi,42.0,30,1260.0,"Yogurt, Sugar, Water",Very tasty
2022-04-03,Chaat,,30,,"Pani, Sev, Spices",
2022-04-03,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
04-03-2022,vadd pav,45.0,22,990.0,"Potato, Bread, Spices",
04-03-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
2022-04-03,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
04/04/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
04/04/2022,Vada Pav,27.0,25,675.0,"Potato, Bread, Spices",Not good
2022-04-04,Sandwich,14.0,20,280.0,"Bread, Cheese, Vegetables",Too spicy
04/04/2022,Pani Puri,29.0,10,290.0,"Flour, Water, Spices",Very tasty
04/04/2022,Biryani,,120,,"Rice, Meat, Spices",Not good
2022-04-04,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
04/04/2022,Pav Bhaji,46.0,45,2070.0,"Potatoes, Vegetables, Bread",
2022-04-04,Samosa,,15,,"Potato, Peas, Spices",Average
04/04/2022,Lassi,57.0,30,1710.0,"Yogurt, Sugar, Water",Very tasty
04-04-2022,Chaat,,30,,"Pani, Sev, Spices",Average
04-04-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Average
04/04/2022,Vadd Pav,,22,,"Potato, Bread, Spices",Average
04-04-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
2022-04-04,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
05/04/2022,Masala Dosa,7.0,40,280.0,"Rice, Lentils, Spices",
04-05-2022,vada pav,87.0,25,2175.0,"Potato, Bread, Spices",Not good
05/04/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
04-05-2022,Pani Puri,96.0,10,960.0,"Flour, Water, Spices",
05/04/2022,Biryani,,120,,"Rice, Meat, Spices",Too spicy
05/04/2022,Chole Bhature,48.0,50,2400.0,"Chickpeas, Flour, Spices",Average
2022-04-05,Pav Bhaji,30.0,45,1350.0,"Potatoes, Vegetables, Bread",
2022-04-05,Samosa,,15,,"Potato, Peas, Spices",Not good
05/04/2022,Lassi,,30,,"Yogurt, Sugar, Water",
05/04/2022,Chaat,,30,,"Pani, Sev, Spices",Average
04-05-2022,Maaasala Dosa,81.0,35,2835.0,"Rice, Lentils, Spices",Very tasty
05/04/2022,Vadd Pav,69.0,22,1518.0,"Potato, Bread, Spices",Too spicy
05/04/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
05/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
04-06-2022,Masala Dosa,,40,,"Rice, Lentils, Spices",
04-06-2022,Vada Pav,12.0,25,300.0,"Potato, Bread, Spices",
2022-04-06,sandwich,18.0,20,360.0,"Bread, Cheese, Vegetables",Average
06/04/2022,Pani Puri,10.0,10,100.0,"Flour, Water, Spices",Very tasty
06/04/2022,Biryani,69.0,120,8280.0,"Rice, Meat, Spices",Too spicy
04-06-2022,Chole Bhature,85.0,50,4250.0,"Chickpeas, Flour, Spices",Not good
2022-04-06,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
04-06-2022,Samosa,,15,,"Potato, Peas, Spices",Very tasty
04-06-2022,Lassi,,30,,"Yogurt, Sugar, Water",Too spicy
04-06-2022,Chaat,95.0,30,2850.0,"Pani, Sev, Spices",Average
06/04/2022,Maaasala Dosa,13.0,35,455.0,"Rice, Lentils, Spices",Too spicy
06/04/2022,Vadd Pav,,22,,"Potato, Bread, Spices",Average
06/04/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Average
2022-04-06,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
07/04/2022,Masala Dosa,,40,,"Rice, Lentils, Spices",
2022-04-07,Vada Pav,,25,,"Potato, Bread, Spices",Too spicy
04-07-2022,sandwich,,20,,"Bread, Cheese, Vegetables",Not good
07/04/2022,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
2022-04-07,Biryani,,120,,"Rice, Meat, Spices",Too spicy
04-07-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
04-07-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
07/04/2022,Samosa,53.0,15,795.0,"Potato, Peas, Spices",Not good
2022-04-07,Lassi,,30,,"Yogurt, Sugar, Water",
2022-04-07,Chaat,,30,,"Pani, Sev, Spices",
04-07-2022,MAAASALA DOSA,36.0,35,1260.0,"Rice, Lentils, Spices",Very tasty
07/04/2022,Vadd Pav,,22,,"Potato, Bread, Spices",Average
2022-04-07,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Very tasty
2022-04-07,Pav Bhaji,98.0,45,4410.0,"Potatoes, Vegetables, Bread",Average
08/04/2022,Masala Dosa,59.0,40,2360.0,"Rice, Lentils, Spices",
08/04/2022,Vada Pav,98.0,25,2450.0,"Potato, Bread, Spices",Very tasty
04-08-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
2022-04-08,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
08/04/2022,Biryani,,120,,"Rice, Meat, Spices",Too spicy
04-08-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
08/04/2022,Pav Bhaji,73.0,45,3285.0,"Potatoes, Vegetables, Bread",
2022-04-08,Samosa,10.0,15,150.0,"Potato, Peas, Spices",
08/04/2022,Lassi,9.0,30,270.0,"Yogurt, Sugar, Water",Too spicy
04-08-2022,Chaat,,30,,"Pani, Sev, Spices",Too spicy
08/04/2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
2022-04-08,Vadd Pav,14.0,22,308.0,"Potato, Bread, Spices",Not good
08/04/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
2022-04-08,Pav Bhaji,5.0,45,225.0,"Potatoes, Vegetables, Bread",Too spicy
09/04/2022,Masala Dosa,81.0,40,3240.0,"Rice, Lentils, Spices",Too spicy
09/04/2022,Vada Pav,,25,,"Potato, Bread, Spices",Not good
09/04/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Average
04-09-2022,Pani Puri,33.0,10,330.0,"Flour, Water, Spices",Not good
09/04/2022,Biryani,,120,,"Rice, Meat, Spices",Average
04-09-2022,chole bhature,,50,,"Chickpeas, Flour, Spices",
2022-04-09,Pav Bhaji,26.0,45,1170.0,"Potatoes, Vegetables, Bread",Not good
2022-04-09,Samosa,81.0,15,1215.0,"Potato, Peas, Spices",
04-09-2022,Lassi,,30,,"Yogurt, Sugar, Water",Average
09/04/2022,Chaat,,30,,"Pani, Sev, Spices",Average
09/04/2022,Maaasala Dosa,86.0,35,3010.0,"Rice, Lentils, Spices",Too spicy
2022-04-09,Vadd Pav,63.0,22,1386.0,"Potato, Bread, Spices",Not good
04-09-2022,Chole Bhture,45.0,55,2475.0,"Chickpeas, Flour, Spices",
09/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
10/04/2022,Masala Dosa,29.0,40,1160.0,"Rice, Lentils, Spices",Not good
04-10-2022,Vada Pav,34.0,25,850.0,"Potato, Bread, Spices",Average
04-10-2022,Sandwich,47.0,20,940.0,"Bread, Cheese, Vegetables",
10/04/2022,Pani Puri,,10,,"Flour, Water, Spices",Average
10/04/2022,Biryani,,120,,"Rice, Meat, Spices",Very tasty
2022-04-10,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
04-10-2022,Pav Bhaji,37.0,45,1665.0,"Potatoes, Vegetables, Bread",Not good
2022-04-10,Samosa,94.0,15,1410.0,"Potato, Peas, Spices",Average
2022-04-10,Lassi,73.0,30,2190.0,"Yogurt, Sugar, Water",
2022-04-10,CHAAT,,30,,"Pani, Sev, Spices",Average
2022-04-10,Maaasala Dosa,52.0,35,1820.0,"Rice, Lentils, Spices",Average
04-10-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
04-10-2022,Chole Bhture,14.0,55,770.0,"Chickpeas, Flour, Spices",Very tasty
2022-04-10,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
11/04/2022,Masala Dosa,22.0,40,880.0,"Rice, Lentils, Spices",Too spicy
2022-04-11,Vada Pav,91.0,25,2275.0,"Potato, Bread, Spices",Average
2022-04-11,Sandwich,80.0,20,1600.0,"Bread, Cheese, Vegetables",
11/04/2022,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
2022-04-11,Biryani,78.0,120,9360.0,"Rice, Meat, Spices",Average
11/04/2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
11/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2022-04-11,Samosa,61.0,15,915.0,"Potato, Peas, Spices",Not good
04-11-2022,Lassi,,30,,"Yogurt, Sugar, Water",Average
11/04/2022,Chaat,59.0,30,1770.0,"Pani, Sev, Spices",Average
04-11-2022,maaasala dosa,,35,,"Rice, Lentils, Spices",Average
04-11-2022,vadd pav,50.0,22,1100.0,"Potato, Bread, Spices",
04-11-2022,CHOLE BHTURE,,55,,"Chickpeas, Flour, Spices",Average
04-11-2022,Pav Bhaji,27.0,45,1215.0,"Potatoes, Vegetables, Bread",Not good
12/04/2022,Masala Dosa,9.0,40,360.0,"Rice, Lentils, Spices",
04-12-2022,Vada Pav,84.0,25,2100.0,"Potato, Bread, Spices",Average
12/04/2022,Sandwich,10.0,20,200.0,"Bread, Cheese, Vegetables",Very tasty
04-12-2022,Pani Puri,,10,,"Flour, Water, Spices",Too spicy
12/04/2022,Biryani,24.0,120,2880.0,"Rice, Meat, Spices",Very tasty
2022-04-12,CHOLE BHATURE,,50,,"Chickpeas, Flour, Spices",Too spicy
2022-04-12,Pav Bhaji,49.0,45,2205.0,"Potatoes, Vegetables, Bread",Very tasty
12/04/2022,samosa,30.0,15,450.0,"Potato, Peas, Spices",Too spicy
2022-04-12,Lassi,,30,,"Yogurt, Sugar, Water",Not good
2022-04-12,Chaat,,30,,"Pani, Sev, Spices",Not good
2022-04-12,Maaasala Dosa,9.0,35,315.0,"Rice, Lentils, Spices",Too spicy
04-12-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Average
04-12-2022,Chole Bhture,46.0,55,2530.0,"Chickpeas, Flour, Spices",Very tasty
12/04/2022,Pav Bhaji,40.0,45,1800.0,"Potatoes, Vegetables, Bread",
2022-04-13,masala dosa,,40,,"Rice, Lentils, Spices",Not good
04-13-2022,Vada Pav,40.0,25,1000.0,"Potato, Bread, Spices",Not good
04-13-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",
13/04/2022,Pani Puri,69.0,10,690.0,"Flour, Water, Spices",Very tasty
2022-04-13,Biryani,32.0,120,3840.0,"Rice, Meat, Spices",Too spicy
04-13-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
04-13-2022,Pav Bhaji,43.0,45,1935.0,"Potatoes, Vegetables, Bread",Very tasty
2022-04-13,Samosa,,15,,"Potato, Peas, Spices",
13/04/2022,Lassi,93.0,30,2790.0,"Yogurt, Sugar, Water",
13/04/2022,Chaat,,30,,"Pani, Sev, Spices",Average
2022-04-13,MAAASALA DOSA,71.0,35,2485.0,"Rice, Lentils, Spices",
2022-04-13,Vadd Pav,,22,,"Potato, Bread, Spices",Average
13/04/2022,Chole Bhture,23.0,55,1265.0,"Chickpeas, Flour, Spices",Average
13/04/2022,Pav Bhaji,96.0,45,4320.0,"Potatoes, Vegetables, Bread",Too spicy
04-14-2022,MASALA DOSA,54.0,40,2160.0,"Rice, Lentils, Spices",
2022-04-14,Vada Pav,56.0,25,1400.0,"Potato, Bread, Spices",Not good
14/04/2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Not good
2022-04-14,Pani Puri,63.0,10,630.0,"Flour, Water, Spices",
04-14-2022,Biryani,69.0,120,8280.0,"Rice, Meat, Spices",Too spicy
04-14-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Average
2022-04-14,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2022-04-14,Samosa,80.0,15,1200.0,"Potato, Peas, Spices",Very tasty
14/04/2022,Lassi,72.0,30,2160.0,"Yogurt, Sugar, Water",
14/04/2022,Chaat,,30,,"Pani, Sev, Spices",
14/04/2022,Maaasala Dosa,69.0,35,2415.0,"Rice, Lentils, Spices",Too spicy
04-14-2022,Vadd Pav,,22,,"Potato, Bread, Spices",Too spicy
04-14-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
14/04/2022,Pav Bhaji,24.0,45,1080.0,"Potatoes, Vegetables, Bread",Too spicy
2022-04-15,Masala Dosa,,40,,"Rice, Lentils, Spices",Not good
15/04/2022,Vada Pav,66.0,25,1650.0,"Potato, Bread, Spices",Average
2022-04-15,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
2022-04-15,Pani Puri,,10,,"Flour, Water, Spices",
2022-04-15,Biryani,83.0,120,9960.0,"Rice, Meat, Spices",Average
04-15-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
04-15-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
04-15-2022,Samosa,36.0,15,540.0,"Potato, Peas, Spices",Too spicy
15/04/2022,Lassi,53.0,30,1590.0,"Yogurt, Sugar, Water",Average
04-15-2022,Chaat,,30,,"Pani, Sev, Spices",Too spicy
2022-04-15,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
2022-04-15,Vadd Pav,42.0,22,924.0,"Potato, Bread, Spices",Too spicy
04-15-2022,Chole Bhture,99.0,55,5445.0,"Chickpeas, Flour, Spices",Very tasty
2022-04-15,Pav Bhaji,45.0,45,2025.0,"Potatoes, Vegetables, Bread",
04-16-2022,Masala Dosa,,40,,"Rice, Lentils, Spices",Very tasty
04-16-2022,Vada Pav,31.0,25,775.0,"Potato, Bread, Spices",Very tasty
04-16-2022,Sandwich,8.0,20,160.0,"Bread, Cheese, Vegetables",Too spicy
2022-04-16,Pani Puri,,10,,"Flour, Water, Spices",
2022-04-16,biryani,,120,,"Rice, Meat, Spices",
16/04/2022,Chole Bhature,44.0,50,2200.0,"Chickpeas, Flour, Spices",Very tasty
16/04/2022,Pav Bhaji,57.0,45,2565.0,"Potatoes, Vegetables, Bread",Average
04-16-2022,Samosa,70.0,15,1050.0,"Potato, Peas, Spices",
2022-04-16,Lassi,,30,,"Yogurt, Sugar, Water",
16/04/2022,Chaat,37.0,30,1110.0,"Pani, Sev, Spices",Not good
2022-04-16,Maaasala Dosa,29.0,35,1015.0,"Rice, Lentils, Spices",
04-16-2022,Vadd Pav,61.0,22,1342.0,"Potato, Bread, Spices",Average
16/04/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",
16/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
04-17-2022,Masala Dosa,31.0,40,1240.0,"Rice, Lentils, Spices",Not good
17/04/2022,Vada Pav,,25,,"Potato, Bread, Spices",
17/04/2022,Sandwich,83.0,20,1660.0,"Bread, Cheese, Vegetables",Very tasty
04-17-2022,PANI PURI,,10,,"Flour, Water, Spices",Too spicy
04-17-2022,Biryani,,120,,"Rice, Meat, Spices",Very tasty
2022-04-17,Chole Bhature,80.0,50,4000.0,"Chickpeas, Flour, Spices",
04-17-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2022-04-17,Samosa,70.0,15,1050.0,"Potato, Peas, Spices",Average
17/04/2022,Lassi,38.0,30,1140.0,"Yogurt, Sugar, Water",Very tasty
17/04/2022,Chaat,,30,,"Pani, Sev, Spices",Average
04-17-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Too spicy
2022-04-17,Vadd Pav,77.0,22,1694.0,"Potato, Bread, Spices",Very tasty
17/04/2022,Chole Bhture,94.0,55,5170.0,"Chickpeas, Flour, Spices",Not good
04-17-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2022-04-18,Masala Dosa,,40,,"Rice, Lentils, Spices",Average
18/04/2022,Vada Pav,,25,,"Potato, Bread, Spices",
2022-04-18,Sandwich,14.0,20,280.0,"Bread, Cheese, Vegetables",Too spicy
04-18-2022,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
18/04/2022,BIRYANI,81.0,120,9720.0,"Rice, Meat, Spices",Too spicy
04-18-2022,Chole Bhature,61.0,50,3050.0,"Chickpeas, Flour, Spices",
18/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
04-18-2022,Samosa,,15,,"Potato, Peas, Spices",
2022-04-18,Lassi,,30,,"Yogurt, Sugar, Water",
04-18-2022,Chaat,,30,,"Pani, Sev, Spices",Average
2022-04-18,maaasala dosa,51.0,35,1785.0,"Rice, Lentils, Spices",Too spicy
18/04/2022,Vadd Pav,76.0,22,1672.0,"Potato, Bread, Spices",
2022-04-18,Chole Bhture,63.0,55,3465.0,"Chickpeas, Flour, Spices",Too spicy
04-18-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2022-04-19,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
04-19-2022,Vada Pav,87.0,25,2175.0,"Potato, Bread, Spices",Very tasty
19/04/2022,SANDWICH,,20,,"Bread, Cheese, Vegetables",Average
19/04/2022,Pani Puri,97.0,10,970.0,"Flour, Water, Spices",Too spicy
2022-04-19,Biryani,13.0,120,1560.0,"Rice, Meat, Spices",
19/04/2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Not good
2022-04-19,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
2022-04-19,Samosa,,15,,"Potato, Peas, Spices",Very tasty
04-19-2022,Lassi,84.0,30,2520.0,"Yogurt, Sugar, Water",Very tasty
2022-04-19,Chaat,,30,,"Pani, Sev, Spices",Very tasty
04-19-2022,Maaasala Dosa,87.0,35,3045.0,"Rice, Lentils, Spices",Not good
19/04/2022,Vadd Pav,79.0,22,1738.0,"Potato, Bread, Spices",Not good
2022-04-19,Chole Bhture,93.0,55,5115.0,"Chickpeas, Flour, Spices",
19/04/2022,pav bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2022-04-20,Masala Dosa,41.0,40,1640.0,"Rice, Lentils, Spices",Very tasty
04-20-2022,Vada Pav,28.0,25,700.0,"Potato, Bread, Spices",Very tasty
04-20-2022,Sandwich,61.0,20,1220.0,"Bread, Cheese, Vegetables",Not good
2022-04-20,PANI PURI,37.0,10,370.0,"Flour, Water, Spices",Average
04-20-2022,Biryani,,120,,"Rice, Meat, Spices",
20/04/2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
20/04/2022,Pav Bhaji,50.0,45,2250.0,"Potatoes, Vegetables, Bread",Too spicy
2022-04-20,Samosa,44.0,15,660.0,"Potato, Peas, Spices",Too spicy
04-20-2022,Lassi,,30,,"Yogurt, Sugar, Water",
20/04/2022,Chaat,,30,,"Pani, Sev, Spices",Not good
04-20-2022,Maaasala Dosa,23.0,35,805.0,"Rice, Lentils, Spices",Average
20/04/2022,Vadd Pav,,22,,"Potato, Bread, Spices",Not good
04-20-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
2022-04-20,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Very tasty
2022-04-21,Masala Dosa,85.0,40,3400.0,"Rice, Lentils, Spices",
2022-04-21,Vada Pav,23.0,25,575.0,"Potato, Bread, Spices",Average
04-21-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",
2022-04-21,Pani Puri,98.0,10,980.0,"Flour, Water, Spices",Not good
2022-04-21,Biryani,24.0,120,2880.0,"Rice, Meat, Spices",Average
2022-04-21,Chole Bhature,40.0,50,2000.0,"Chickpeas, Flour, Spices",
04-21-2022,Pav Bhaji,77.0,45,3465.0,"Potatoes, Vegetables, Bread",Average
04-21-2022,Samosa,8.0,15,120.0,"Potato, Peas, Spices",Average
21/04/2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
2022-04-21,Chaat,,30,,"Pani, Sev, Spices",Too spicy
2022-04-21,Maaasala Dosa,33.0,35,1155.0,"Rice, Lentils, Spices",Very tasty
21/04/2022,Vadd Pav,81.0,22,1782.0,"Potato, Bread, Spices",Not good
21/04/2022,chole bhture,98.0,55,5390.0,"Chickpeas, Flour, Spices",Too spicy
21/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2022-04-22,Masala Dosa,42.0,40,1680.0,"Rice, Lentils, Spices",Not good
22/04/2022,vada pav,85.0,25,2125.0,"Potato, Bread, Spices",Not good
04-22-2022,SANDWICH,45.0,20,900.0,"Bread, Cheese, Vegetables",Too spicy
22/04/2022,Pani Puri,,10,,"Flour, Water, Spices",Not good
22/04/2022,Biryani,68.0,120,8160.0,"Rice, Meat, Spices",Average
2022-04-22,Chole Bhature,29.0,50,1450.0,"Chickpeas, Flour, Spices",Too spicy
2022-04-22,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Not good
2022-04-22,Samosa,43.0,15,645.0,"Potato, Peas, Spices",
22/04/2022,Lassi,,30,,"Yogurt, Sugar, Water",Average
2022-04-22,Chaat,,30,,"Pani, Sev, Spices",Average
22/04/2022,maaasala dosa,,35,,"Rice, Lentils, Spices",Not good
22/04/2022,vadd pav,,22,,"Potato, Bread, Spices",
04-22-2022,Chole Bhture,54.0,55,2970.0,"Chickpeas, Flour, Spices",Very tasty
2022-04-22,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",
04-23-2022,masala dosa,,40,,"Rice, Lentils, Spices",Too spicy
2022-04-23,Vada Pav,,25,,"Potato, Bread, Spices",Very tasty
04-23-2022,Sandwich,,20,,"Bread, Cheese, Vegetables",Too spicy
04-23-2022,Pani Puri,16.0,10,160.0,"Flour, Water, Spices",Very tasty
23/04/2022,BIRYANI,88.0,120,10560.0,"Rice, Meat, Spices",Average
04-23-2022,Chole Bhature,43.0,50,2150.0,"Chickpeas, Flour, Spices",Very tasty
23/04/2022,pav bhaji,19.0,45,855.0,"Potatoes, Vegetables, Bread",Average
23/04/2022,Samosa,,15,,"Potato, Peas, Spices",Average
04-23-2022,Lassi,,30,,"Yogurt, Sugar, Water",Very tasty
2022-04-23,CHAAT,39.0,30,1170.0,"Pani, Sev, Spices",Average
04-23-2022,Maaasala Dosa,,35,,"Rice, Lentils, Spices",Very tasty
04-23-2022,Vadd Pav,,22,,"Potato, Bread, Spices",
23/04/2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Not good
04-23-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2022-04-24,Masala Dosa,,40,,"Rice, Lentils, Spices",Too spicy
24/04/2022,Vada Pav,54.0,25,1350.0,"Potato, Bread, Spices",Average
2022-04-24,Sandwich,99.0,20,1980.0,"Bread, Cheese, Vegetables",Too spicy
04-24-2022,Pani Puri,,10,,"Flour, Water, Spices",Very tasty
04-24-2022,Biryani,7.0,120,840.0,"Rice, Meat, Spices",
04-24-2022,Chole Bhature,,50,,"Chickpeas, Flour, Spices",Very tasty
24/04/2022,Pav Bhaji,70.0,45,3150.0,"Potatoes, Vegetables, Bread",Very tasty
24/04/2022,Samosa,,15,,"Potato, Peas, Spices",Average
04-24-2022,Lassi,77.0,30,2310.0,"Yogurt, Sugar, Water",Very tasty
24/04/2022,Chaat,66.0,30,1980.0,"Pani, Sev, Spices",
2022-04-24,Maaasala Dosa,,35,,"Rice, Lentils, Spices",
2022-04-24,Vadd Pav,76.0,22,1672.0,"Potato, Bread, Spices",Not good
04-24-2022,Chole Bhture,,55,,"Chickpeas, Flour, Spices",Too spicy
04-24-2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
25/04/2022,MASALA DOSA,90.0,40,3600.0,"Rice, Lentils, Spices",Not good
2022-04-25,Vada Pav,72.0,25,1800.0,"Potato, Bread, Spices",Very tasty
25/04/2022,Sandwich,53.0,20,1060.0,"Bread, Cheese, Vegetables",Too spicy
25/04/2022,Pani Puri,99.0,10,990.0,"Flour, Water, Spices",
04-25-2022,Biryani,84.0,120,10080.0,"Rice, Meat, Spices",Too spicy
2022-04-25,Chole Bhature,,50,,"Chickpeas, Flour, Spices",
2022-04-25,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Average
04-25-2022,Samosa,,15,,"Potato, Peas, Spices",
2022-04-25,Lassi,67.0,30,2010.0,"Yogurt, Sugar, Water",Average
25/04/2022,Chaat,,30,,"Pani, Sev, Spices",Very tasty
2022-04-25,MAAASALA DOSA,82.0,35,2870.0,"Rice, Lentils, Spices",Very tasty
04-25-2022,Vadd Pav,64.0,22,1408.0,"Potato, Bread, Spices",Very tasty
04-25-2022,Chole Bhture,28.0,55,1540.0,"Chickpeas, Flour, Spices",Not good
25/04/2022,Pav Bhaji,,45,,"Potatoes, Vegetables, Bread",Too spicy
2022-04-26,masala dosa,,40,,"Rice, Lentils, Spices",Average
26/04/2022,Vada Pav,58.0,25,1450.0,"Potato, Bread, Spices",Too spicy
26/04/2022,Sandwich,69.0,20,1380.0,"Bread, Cheese, Vegetables",
26/04/2022,Pani Puri,,10,,"Flour, Water, Spices",
26/04/2022,Biryani,91.0,120,10920.0,"Rice, Meat, Spices",Not good
26/04/2022,Chole Bhature,26.0,50,1300.0,"Chickpeas, Flour, Spices",Very tasty
